,Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,mask,closed_border,social_restrictions,space_closures,state_of_emergency,testing_screening
673,11/6/2021,88850,46060038,1204,750522,1,1,1,1,1,1
674,11/7/2021,89858,46149896,1614,752136,1,1,1,1,1,1
675,11/8/2021,35987,46185883,476,752612,1,1,1,1,1,1
676,11/9/2021,31524,46217407,256,752868,1,1,1,1,1,1
677,11/10/2021,116391,46333798,1161,754029,1,1,1,1,1,1
678,11/11/2021,82883,46416681,1587,755616,1,1,1,1,1,1
679,11/12/2021,93749,46510430,1345,756961,1,1,1,1,1,1
680,11/13/2021,73647,46584077,970,757931,1,1,1,1,1,1
681,11/14/2021,122999,46707076,1734,759665,1,1,1,1,1,1
682,11/15/2021,69276,46776352,544,760209,1,1,1,1,1,1
683,11/16/2021,33593,46809945,217,760426,1,1,1,1,1,1
684,11/17/2021,133590,46943535,1080,761506,1,1,1,1,1,1
685,11/18/2021,96915,47040450,1464,762970,1,1,1,1,1,1
686,11/19/2021,105810,47146260,1442,764412,1,1,1,1,1,1
687,11/20/2021,123870,47270130,3867,768279,1,1,1,1,1,1
688,11/21/2021,113822,47383952,1662,769941,1,1,1,1,1,1
689,11/22/2021,46194,47430146,374,770315,1,1,1,1,1,1
690,11/23/2021,38751,47468897,177,770492,1,1,1,1,1,1
691,11/24/2021,145378,47614275,1177,771669,1,1,1,1,1,1
692,11/25/2021,101066,47715341,1560,773229,1,1,1,1,1,1
693,11/26/2021,106535,47821876,1374,774603,1,1,1,1,1,1
694,11/27/2021,72723,47894599,465,775068,1,1,1,1,1,1
695,11/28/2021,81747,47976346,563,775631,1,1,1,1,1,1
696,11/29/2021,51800,48028146,214,775845,1,1,1,1,1,1
697,11/30/2021,56537,48084683,193,776038,1,1,1,1,1,1
698,12/1/2021,93479,48178162,1663,777701,1,1,1,1,1,1
699,12/2/2021,120690,48298852,1622,779323,1,1,1,1,1,1
700,12/3/2021,133075,48431927,1727,781050,1,1,1,1,1,1
701,12/4/2021,143869,48575796,1244,782294,1,1,1,1,1,1
702,12/5/2021,151567,48727363,1641,783935,1,1,1,1,1,1
703,12/6/2021,67352,48794715,572,784507,1,1,1,1,1,1
704,12/7/2021,55314,48850029,281,784788,1,1,1,1,1,1
705,12/8/2021,184043,49034072,1288,786076,1,1,1,1,1,1
706,12/9/2021,125548,49159620,1832,787908,1,1,1,1,1,1
707,12/10/2021,129708,49289328,1480,789388,1,1,1,1,1,1
708,12/11/2021,137431,49426759,1162,790550,1,1,1,1,1,1
709,12/12/2021,135573,49562332,1971,792521,1,1,1,1,1,1
710,12/13/2021,63967,49626299,490,793011,1,1,1,1,1,1
711,12/14/2021,58109,49684408,306,793317,1,1,1,1,1,1
712,12/15/2021,185683,49870091,1312,794629,1,1,1,1,1,1
713,12/16/2021,125442,49995533,1908,796537,1,1,1,1,1,1
714,12/17/2021,146477,50142010,1900,798437,1,1,1,1,1,1
715,12/18/2021,162668,50304678,1115,799552,1,1,1,1,1,1
716,12/19/2021,156763,50461441,2034,801586,1,1,1,1,1,1
717,12/20/2021,87584,50549025,590,802176,1,1,1,1,1,1
718,12/21/2021,102213,50651238,286,802462,1,1,1,1,1,1
719,12/22/2021,266159,50917397,1467,803929,1,1,1,1,1,1
720,12/23/2021,203318,51120715,2259,806188,1,1,1,1,1,1
721,12/24/2021,237883,51358598,1854,808042,1,1,1,1,1,1
722,12/25/2021,278812,51637410,3177,811219,1,1,1,1,1,1
723,12/26/2021,241450,51878860,1368,812587,1,1,1,1,1,1
724,12/27/2021,115824,51994684,262,812849,1,1,1,1,1,1
725,12/28/2021,211284,52205968,266,813115,1,1,1,1,1,1
726,12/29/2021,464495,52670463,1786,814901,1,1,1,1,1,1
727,12/30/2021,389514,53059977,2331,817232,1,1,1,1,1,1
728,12/31/2021,474309,53534286,1823,819055,1,1,1,1,1,1
